N,R,K,L,EbN0_dB,NoiseVariance,FrameCount,ErrorCount,FER,BER
16,0.5,8,16,-1.0,1.2589254117941673,28,10,0.35714285714285715,
16,0.5,8,16,-0.5,1.1220184543019633,41,10,0.24390243902439024,
16,0.5,8,16,0.0,1.0,24,10,0.4166666666666667,
16,0.5,8,16,0.5,0.8912509381337456,34,10,0.29411764705882354,
16,0.5,8,16,1.0,0.7943282347242815,53,10,0.18867924528301888,
16,0.6666666666666666,10,4,-1.0,0.9441940588456256,18,10,0.5555555555555556,
16,0.6666666666666666,10,4,-0.5,0.8415138407264726,34,10,0.29411764705882354,
16,0.6666666666666666,10,4,0.0,0.75,22,10,0.45454545454545453,
16,0.6666666666666666,10,4,0.5,0.6684382036003093,43,10,0.23255813953488372,
16,0.6666666666666666,10,4,1.0,0.5957461760432111,32,10,0.3125,
16,0.6666666666666666,10,8,-1.0,0.9441940588456256,26,10,0.38461538461538464,
16,0.6666666666666666,10,8,-0.5,0.8415138407264726,33,10,0.30303030303030304,
16,0.6666666666666666,10,8,0.0,0.75,58,10,0.1724137931034483,
16,0.6666666666666666,10,8,0.5,0.6684382036003093,56,10,0.17857142857142858,
16,0.6666666666666666,10,8,1.0,0.5957461760432111,46,10,0.21739130434782608,
16,0.6666666666666666,10,16,-1.0,0.9441940588456256,32,10,0.3125,
16,0.6666666666666666,10,16,-0.5,0.8415138407264726,42,10,0.23809523809523808,
16,0.6666666666666666,10,16,0.0,0.75,29,10,0.3448275862068966,
16,0.6666666666666666,10,16,0.5,0.6684382036003093,34,10,0.29411764705882354,
16,0.6666666666666666,10,16,1.0,0.5957461760432111,65,10,0.15384615384615385,
32,0.3333333333333333,10,4,-1.0,1.8883881176912511,25,10,0.4,
32,0.3333333333333333,10,4,-0.5,1.6830276814529452,17,10,0.5882352941176471,
32,0.3333333333333333,10,4,0.0,1.5,44,10,0.22727272727272727,
32,0.3333333333333333,10,4,0.5,1.3368764072006185,67,10,0.14925373134328357,
32,0.3333333333333333,10,4,1.0,1.1914923520864222,138,10,0.07246376811594203,
32,0.3333333333333333,10,8,-1.0,1.8883881176912511,24,10,0.4166666666666667,
32,0.3333333333333333,10,8,-0.5,1.6830276814529452,45,10,0.2222222222222222,
32,0.3333333333333333,10,8,0.0,1.5,41,10,0.24390243902439024,
32,0.3333333333333333,10,8,0.5,1.3368764072006185,52,10,0.19230769230769232,
32,0.3333333333333333,10,8,1.0,1.1914923520864222,53,10,0.18867924528301888,
32,0.3333333333333333,10,16,-1.0,1.8883881176912511,38,10,0.2631578947368421,
32,0.3333333333333333,10,16,-0.5,1.6830276814529452,31,10,0.3225806451612903,
32,0.3333333333333333,10,16,0.0,1.5,41,10,0.24390243902439024,
32,0.3333333333333333,10,16,0.5,1.3368764072006185,68,10,0.14705882352941177,
32,0.3333333333333333,10,16,1.0,1.1914923520864222,89,10,0.11235955056179775,
32,0.5,16,4,-1.0,1.2589254117941673,15,10,0.6666666666666666,
32,0.5,16,4,-0.5,1.1220184543019633,31,10,0.3225806451612903,
32,0.5,16,4,0.0,1.0,21,10,0.47619047619047616,
32,0.5,16,4,0.5,0.8912509381337456,68,10,0.14705882352941177,
32,0.5,16,4,1.0,0.7943282347242815,87,10,0.11494252873563218,
32,0.5,16,8,-1.0,1.2589254117941673,22,10,0.45454545454545453,
32,0.5,16,8,-0.5,1.1220184543019633,20,10,0.5,
32,0.5,16,8,0.0,1.0,26,10,0.38461538461538464,
32,0.5,16,8,0.5,0.8912509381337456,32,10,0.3125,
32,0.5,16,8,1.0,0.7943282347242815,63,10,0.15873015873015872,
32,0.5,16,16,-1.0,1.2589254117941673,18,10,0.5555555555555556,
32,0.5,16,16,-0.5,1.1220184543019633,21,10,0.47619047619047616,
32,0.5,16,16,0.0,1.0,26,10,0.38461538461538464,
32,0.5,16,16,0.5,0.8912509381337456,55,10,0.18181818181818182,
32,0.5,16,16,1.0,0.7943282347242815,98,10,0.10204081632653061,
32,0.6666666666666666,21,4,-1.0,0.9441940588456256,14,10,0.7142857142857143,
32,0.6666666666666666,21,4,-0.5,0.8415138407264726,16,10,0.625,
32,0.6666666666666666,21,4,0.0,0.75,18,10,0.5555555555555556,
32,0.6666666666666666,21,4,0.5,0.6684382036003093,18,10,0.5555555555555556,
32,0.6666666666666666,21,4,1.0,0.5957461760432111,40,10,0.25,
32,0.6666666666666666,21,8,-1.0,0.9441940588456256,16,10,0.625,
32,0.6666666666666666,21,8,-0.5,0.8415138407264726,14,10,0.7142857142857143,
32,0.6666666666666666,21,8,0.0,0.75,20,10,0.5,
32,0.6666666666666666,21,8,0.5,0.6684382036003093,21,10,0.47619047619047616,
32,0.6666666666666666,21,8,1.0,0.5957461760432111,36,10,0.2777777777777778,
32,0.6666666666666666,21,16,-1.0,0.9441940588456256,13,10,0.7692307692307693,
32,0.6666666666666666,21,16,-0.5,0.8415138407264726,18,10,0.5555555555555556,
32,0.6666666666666666,21,16,0.0,0.75,16,10,0.625,
32,0.6666666666666666,21,16,0.5,0.6684382036003093,25,10,0.4,
32,0.6666666666666666,21,16,1.0,0.5957461760432111,32,10,0.3125,
64,0.3333333333333333,21,4,-1.0,1.8883881176912511,26,10,0.38461538461538464,
64,0.3333333333333333,21,4,-0.5,1.6830276814529452,21,10,0.47619047619047616,
64,0.3333333333333333,21,4,0.0,1.5,54,10,0.18518518518518517,
64,0.3333333333333333,21,4,0.5,1.3368764072006185,90,10,0.1111111111111111,
64,0.3333333333333333,21,4,1.0,1.1914923520864222,85,10,0.11764705882352941,
64,0.3333333333333333,21,8,-1.0,1.8883881176912511,15,10,0.6666666666666666,
64,0.3333333333333333,21,8,-0.5,1.6830276814529452,24,10,0.4166666666666667,
64,0.3333333333333333,21,8,0.0,1.5,28,10,0.35714285714285715,
64,0.3333333333333333,21,8,0.5,1.3368764072006185,56,10,0.17857142857142858,
64,0.3333333333333333,21,8,1.0,1.1914923520864222,91,10,0.10989010989010989,
64,0.3333333333333333,21,16,-1.0,1.8883881176912511,22,10,0.45454545454545453,
64,0.3333333333333333,21,16,-0.5,1.6830276814529452,49,10,0.20408163265306123,
64,0.3333333333333333,21,16,0.0,1.5,31,10,0.3225806451612903,
64,0.3333333333333333,21,16,0.5,1.3368764072006185,58,10,0.1724137931034483,
64,0.3333333333333333,21,16,1.0,1.1914923520864222,78,10,0.1282051282051282,
64,0.5,32,4,-1.0,1.2589254117941673,13,10,0.7692307692307693,
64,0.5,32,4,-0.5,1.1220184543019633,15,10,0.6666666666666666,
64,0.5,32,4,0.0,1.0,14,10,0.7142857142857143,
64,0.5,32,4,0.5,0.8912509381337456,23,10,0.43478260869565216,
64,0.5,32,4,1.0,0.7943282347242815,25,10,0.4,
64,0.5,32,8,-1.0,1.2589254117941673,14,10,0.7142857142857143,
64,0.5,32,8,-0.5,1.1220184543019633,15,10,0.6666666666666666,
64,0.5,32,8,0.0,1.0,18,10,0.5555555555555556,
64,0.5,32,8,0.5,0.8912509381337456,30,10,0.3333333333333333,
64,0.5,32,8,1.0,0.7943282347242815,58,10,0.1724137931034483,
64,0.5,32,16,-1.0,1.2589254117941673,15,10,0.6666666666666666,
64,0.5,32,16,-0.5,1.1220184543019633,17,10,0.5882352941176471,
64,0.5,32,16,0.0,1.0,16,10,0.625,
64,0.5,32,16,0.5,0.8912509381337456,29,10,0.3448275862068966,
64,0.5,32,16,1.0,0.7943282347242815,42,10,0.23809523809523808,
64,0.6666666666666666,42,4,-1.0,0.9441940588456256,13,10,0.7692307692307693,
64,0.6666666666666666,42,4,-0.5,0.8415138407264726,11,10,0.9090909090909091,
64,0.6666666666666666,42,4,0.0,0.75,13,10,0.7692307692307693,
64,0.6666666666666666,42,4,0.5,0.6684382036003093,24,10,0.4166666666666667,
64,0.6666666666666666,42,4,1.0,0.5957461760432111,27,10,0.37037037037037035,
64,0.6666666666666666,42,8,-1.0,0.9441940588456256,11,10,0.9090909090909091,
64,0.6666666666666666,42,8,-0.5,0.8415138407264726,13,10,0.7692307692307693,
64,0.6666666666666666,42,8,0.0,0.75,16,10,0.625,
64,0.6666666666666666,42,8,0.5,0.6684382036003093,29,10,0.3448275862068966,
64,0.6666666666666666,42,8,1.0,0.5957461760432111,27,10,0.37037037037037035,
64,0.6666666666666666,42,16,-1.0,0.9441940588456256,10,10,1.0,
64,0.6666666666666666,42,16,-0.5,0.8415138407264726,12,10,0.8333333333333334,
64,0.6666666666666666,42,16,0.0,0.75,15,10,0.6666666666666666,
64,0.6666666666666666,42,16,0.5,0.6684382036003093,20,10,0.5,
64,0.6666666666666666,42,16,1.0,0.5957461760432111,32,10,0.3125,
