N,R,K,L,EbN0_dB,NoiseVariance,FrameCount,ErrorCount,FER,BER
16,0.6666666666666666,10,16,0.0,0.75,39,10,0.2564102564102564,
16,0.6666666666666666,10,16,0.5,0.6684382036003093,43,10,0.23255813953488372,
16,0.6666666666666666,10,16,1.0,0.5957461760432111,53,10,0.18867924528301888,
32,0.3333333333333333,10,4,-1.0,1.8883881176912511,26,10,0.38461538461538464,
32,0.3333333333333333,10,4,-0.5,1.6830276814529452,24,10,0.4166666666666667,
32,0.3333333333333333,10,4,0.0,1.5,76,10,0.13157894736842105,
32,0.3333333333333333,10,4,0.5,1.3368764072006185,28,10,0.35714285714285715,
32,0.3333333333333333,10,4,1.0,1.1914923520864222,60,10,0.16666666666666666,
32,0.3333333333333333,10,8,-1.0,1.8883881176912511,31,10,0.3225806451612903,
32,0.3333333333333333,10,8,-0.5,1.6830276814529452,44,10,0.22727272727272727,
32,0.3333333333333333,10,8,0.0,1.5,31,10,0.3225806451612903,
32,0.3333333333333333,10,8,0.5,1.3368764072006185,61,10,0.16393442622950818,
32,0.3333333333333333,10,8,1.0,1.1914923520864222,59,10,0.1694915254237288,
32,0.3333333333333333,10,16,-1.0,1.8883881176912511,24,10,0.4166666666666667,
32,0.3333333333333333,10,16,-0.5,1.6830276814529452,36,10,0.2777777777777778,
32,0.3333333333333333,10,16,0.0,1.5,40,10,0.25,
32,0.3333333333333333,10,16,0.5,1.3368764072006185,89,10,0.11235955056179775,
32,0.3333333333333333,10,16,1.0,1.1914923520864222,86,10,0.11627906976744186,
32,0.5,16,4,-1.0,1.2589254117941673,23,10,0.43478260869565216,
32,0.5,16,4,-0.5,1.1220184543019633,16,10,0.625,
32,0.5,16,4,0.0,1.0,35,10,0.2857142857142857,
32,0.5,16,4,0.5,0.8912509381337456,46,10,0.21739130434782608,
32,0.5,16,4,1.0,0.7943282347242815,33,10,0.30303030303030304,
32,0.5,16,8,-1.0,1.2589254117941673,15,10,0.6666666666666666,
32,0.5,16,8,-0.5,1.1220184543019633,29,10,0.3448275862068966,
32,0.5,16,8,0.0,1.0,49,10,0.20408163265306123,
32,0.5,16,8,0.5,0.8912509381337456,34,10,0.29411764705882354,
32,0.5,16,8,1.0,0.7943282347242815,98,10,0.10204081632653061,
32,0.5,16,16,-1.0,1.2589254117941673,20,10,0.5,
32,0.5,16,16,-0.5,1.1220184543019633,31,10,0.3225806451612903,
32,0.5,16,16,0.0,1.0,23,10,0.43478260869565216,
32,0.5,16,16,0.5,0.8912509381337456,44,10,0.22727272727272727,
32,0.5,16,16,1.0,0.7943282347242815,49,10,0.20408163265306123,
32,0.6666666666666666,21,4,-1.0,0.9441940588456256,14,10,0.7142857142857143,
32,0.6666666666666666,21,4,-0.5,0.8415138407264726,12,10,0.8333333333333334,
32,0.6666666666666666,21,4,0.0,0.75,17,10,0.5882352941176471,
32,0.6666666666666666,21,4,0.5,0.6684382036003093,34,10,0.29411764705882354,
32,0.6666666666666666,21,4,1.0,0.5957461760432111,25,10,0.4,
32,0.6666666666666666,21,8,-1.0,0.9441940588456256,12,10,0.8333333333333334,
32,0.6666666666666666,21,8,-0.5,0.8415138407264726,12,10,0.8333333333333334,
32,0.6666666666666666,21,8,0.0,0.75,20,10,0.5,
32,0.6666666666666666,21,8,0.5,0.6684382036003093,22,10,0.45454545454545453,
32,0.6666666666666666,21,8,1.0,0.5957461760432111,18,10,0.5555555555555556,
32,0.6666666666666666,21,16,-1.0,0.9441940588456256,18,10,0.5555555555555556,
32,0.6666666666666666,21,16,-0.5,0.8415138407264726,16,10,0.625,
32,0.6666666666666666,21,16,0.0,0.75,13,10,0.7692307692307693,
32,0.6666666666666666,21,16,0.5,0.6684382036003093,26,10,0.38461538461538464,
32,0.6666666666666666,21,16,1.0,0.5957461760432111,33,10,0.30303030303030304,
64,0.3333333333333333,21,4,-1.0,1.8883881176912511,20,10,0.5,
64,0.3333333333333333,21,4,-0.5,1.6830276814529452,32,10,0.3125,
64,0.3333333333333333,21,4,0.0,1.5,39,10,0.2564102564102564,
64,0.3333333333333333,21,4,0.5,1.3368764072006185,58,10,0.1724137931034483,
64,0.3333333333333333,21,4,1.0,1.1914923520864222,91,10,0.10989010989010989,
64,0.3333333333333333,21,8,-1.0,1.8883881176912511,13,10,0.7692307692307693,
64,0.3333333333333333,21,8,-0.5,1.6830276814529452,25,10,0.4,
64,0.3333333333333333,21,8,0.0,1.5,50,10,0.2,
64,0.3333333333333333,21,8,0.5,1.3368764072006185,44,10,0.22727272727272727,
64,0.3333333333333333,21,8,1.0,1.1914923520864222,81,10,0.12345679012345678,
64,0.3333333333333333,21,16,-1.0,1.8883881176912511,21,10,0.47619047619047616,
64,0.3333333333333333,21,16,-0.5,1.6830276814529452,28,10,0.35714285714285715,
64,0.3333333333333333,21,16,0.0,1.5,50,10,0.2,
64,0.3333333333333333,21,16,0.5,1.3368764072006185,46,10,0.21739130434782608,
64,0.3333333333333333,21,16,1.0,1.1914923520864222,83,10,0.12048192771084337,
