N,R,K,L,EbN0_dB,NoiseVariance,FrameCount,ErrorCount,FER,BER
32,0.5,16,16,-3,1.9952623149688797,38,30,0.7894736842105263,
32,0.5,16,16,-2,1.5848931924611134,38,30,0.7894736842105263,
32,0.5,16,16,-1,1.2589254117941673,56,30,0.5357142857142857,
32,0.5,16,16,0,1.0,113,30,0.26548672566371684,
32,0.5,16,16,1,0.7943282347242815,185,30,0.16216216216216217,
32,0.5,16,16,2,0.6309573444801932,602,30,0.04983388704318937,
32,0.5,16,16,3,0.5011872336272724,2595,30,0.011560693641618497,
32,0.6666666666666666,21,4,-3,1.4964467362266598,33,30,0.9090909090909091,
32,0.6666666666666666,21,4,-2,1.1886698943458351,39,30,0.7692307692307693,
32,0.6666666666666666,21,4,-1,0.9441940588456256,57,30,0.5263157894736842,
32,0.6666666666666666,21,4,0,0.75,70,30,0.42857142857142855,
32,0.6666666666666666,21,4,1,0.5957461760432111,115,30,0.2608695652173913,
32,0.6666666666666666,21,4,2,0.473218008360145,166,30,0.18072289156626506,
32,0.6666666666666666,21,4,3,0.37589042522045424,418,30,0.07177033492822966,
32,0.6666666666666666,21,8,-3,1.4964467362266598,35,30,0.8571428571428571,
32,0.6666666666666666,21,8,-2,1.1886698943458351,33,30,0.9090909090909091,
32,0.6666666666666666,21,8,-1,0.9441940588456256,41,30,0.7317073170731707,
32,0.6666666666666666,21,8,0,0.75,63,30,0.47619047619047616,
32,0.6666666666666666,21,8,1,0.5957461760432111,93,30,0.3225806451612903,
32,0.6666666666666666,21,8,2,0.473218008360145,110,30,0.2727272727272727,
32,0.6666666666666666,21,8,3,0.37589042522045424,446,30,0.06726457399103139,
32,0.6666666666666666,21,16,-3,1.4964467362266598,33,30,0.9090909090909091,
32,0.6666666666666666,21,16,-2,1.1886698943458351,35,30,0.8571428571428571,
32,0.6666666666666666,21,16,-1,0.9441940588456256,43,30,0.6976744186046512,
32,0.6666666666666666,21,16,0,0.75,51,30,0.5882352941176471,
32,0.6666666666666666,21,16,1,0.5957461760432111,120,30,0.25,
32,0.6666666666666666,21,16,2,0.473218008360145,194,30,0.15463917525773196,
32,0.6666666666666666,21,16,3,0.37589042522045424,389,30,0.07712082262210797,
64,0.3333333333333333,21,4,-3,2.9928934724533196,33,30,0.9090909090909091,
64,0.3333333333333333,21,4,-2,2.3773397886916703,43,30,0.6976744186046512,
64,0.3333333333333333,21,4,-1,1.8883881176912511,50,30,0.6,
64,0.3333333333333333,21,4,0,1.5,89,30,0.33707865168539325,
64,0.3333333333333333,21,4,1,1.1914923520864222,291,30,0.10309278350515463,
64,0.3333333333333333,21,4,2,0.94643601672029,738,30,0.04065040650406504,
64,0.3333333333333333,21,4,3,0.7517808504409085,5108,30,0.005873140172278779,
64,0.3333333333333333,21,8,-3,2.9928934724533196,37,30,0.8108108108108109,
64,0.3333333333333333,21,8,-2,2.3773397886916703,52,30,0.5769230769230769,
64,0.3333333333333333,21,8,-1,1.8883881176912511,66,30,0.45454545454545453,
64,0.3333333333333333,21,8,0,1.5,130,30,0.23076923076923078,
64,0.3333333333333333,21,8,1,1.1914923520864222,223,30,0.13452914798206278,
64,0.3333333333333333,21,8,2,0.94643601672029,822,30,0.0364963503649635,
64,0.3333333333333333,21,8,3,0.7517808504409085,4260,30,0.007042253521126761,
64,0.3333333333333333,21,16,-3,2.9928934724533196,34,30,0.8823529411764706,
64,0.3333333333333333,21,16,-2,2.3773397886916703,38,30,0.7894736842105263,
64,0.3333333333333333,21,16,-1,1.8883881176912511,64,30,0.46875,
64,0.3333333333333333,21,16,0,1.5,116,30,0.25862068965517243,
64,0.3333333333333333,21,16,1,1.1914923520864222,197,30,0.15228426395939088,
64,0.3333333333333333,21,16,2,0.94643601672029,775,30,0.03870967741935484,
64,0.3333333333333333,21,16,3,0.7517808504409085,5129,30,0.005849093390524468,
64,0.5,32,4,-3,1.9952623149688797,32,30,0.9375,
64,0.5,32,4,-2,1.5848931924611134,35,30,0.8571428571428571,
64,0.5,32,4,-1,1.2589254117941673,43,30,0.6976744186046512,
64,0.5,32,4,0,1.0,68,30,0.4411764705882353,
64,0.5,32,4,1,0.7943282347242815,121,30,0.24793388429752067,
64,0.5,32,4,2,0.6309573444801932,351,30,0.08547008547008547,
64,0.5,32,4,3,0.5011872336272724,1596,30,0.018796992481203006,
64,0.5,32,8,-3,1.9952623149688797,31,30,0.967741935483871,
64,0.5,32,8,-2,1.5848931924611134,42,30,0.7142857142857143,
64,0.5,32,8,-1,1.2589254117941673,38,30,0.7894736842105263,
64,0.5,32,8,0,1.0,50,30,0.6,
64,0.5,32,8,1,0.7943282347242815,117,30,0.2564102564102564,
64,0.5,32,8,2,0.6309573444801932,330,30,0.09090909090909091,
64,0.5,32,8,3,0.5011872336272724,2181,30,0.013755158184319119,
64,0.5,32,16,-3,1.9952623149688797,31,30,0.967741935483871,
64,0.5,32,16,-2,1.5848931924611134,35,30,0.8571428571428571,
64,0.5,32,16,-1,1.2589254117941673,44,30,0.6818181818181818,
64,0.5,32,16,0,1.0,60,30,0.5,
64,0.5,32,16,1,0.7943282347242815,122,30,0.2459016393442623,
64,0.5,32,16,2,0.6309573444801932,453,30,0.06622516556291391,
64,0.5,32,16,3,0.5011872336272724,1860,30,0.016129032258064516,
64,0.6666666666666666,42,4,-3,1.4964467362266598,30,30,1.0,
64,0.6666666666666666,42,4,-2,1.1886698943458351,31,30,0.967741935483871,
64,0.6666666666666666,42,4,-1,0.9441940588456256,38,30,0.7894736842105263,
64,0.6666666666666666,42,4,0,0.75,42,30,0.7142857142857143,
64,0.6666666666666666,42,4,1,0.5957461760432111,70,30,0.42857142857142855,
64,0.6666666666666666,42,4,2,0.473218008360145,208,30,0.14423076923076922,
64,0.6666666666666666,42,4,3,0.37589042522045424,705,30,0.0425531914893617,
64,0.6666666666666666,42,8,-3,1.4964467362266598,30,30,1.0,
64,0.6666666666666666,42,8,-2,1.1886698943458351,31,30,0.967741935483871,
64,0.6666666666666666,42,8,-1,0.9441940588456256,37,30,0.8108108108108109,
64,0.6666666666666666,42,8,0,0.75,48,30,0.625,
64,0.6666666666666666,42,8,1,0.5957461760432111,66,30,0.45454545454545453,
64,0.6666666666666666,42,8,2,0.473218008360145,151,30,0.1986754966887417,
64,0.6666666666666666,42,8,3,0.37589042522045424,701,30,0.042796005706134094,
64,0.6666666666666666,42,16,-3,1.4964467362266598,30,30,1.0,
64,0.6666666666666666,42,16,-2,1.1886698943458351,31,30,0.967741935483871,
64,0.6666666666666666,42,16,-1,0.9441940588456256,34,30,0.8823529411764706,
64,0.6666666666666666,42,16,0,0.75,46,30,0.6521739130434783,
64,0.6666666666666666,42,16,1,0.5957461760432111,95,30,0.3157894736842105,
64,0.6666666666666666,42,16,2,0.473218008360145,229,30,0.13100436681222707,
64,0.6666666666666666,42,16,3,0.37589042522045424,784,30,0.03826530612244898,
