N,R,K,L,EbN0_dB,NoiseVariance,FrameCount,ErrorCount,FER,BER
32,0.6666666666666666,21,4,-0.5,0.8415138407264726,49,30,0.6122448979591837,
32,0.6666666666666666,21,4,0.0,0.75,54,30,0.5555555555555556,
32,0.6666666666666666,21,4,0.5,0.6684382036003093,74,30,0.40540540540540543,
32,0.6666666666666666,21,4,1.0,0.5957461760432111,92,30,0.32608695652173914,
32,0.6666666666666666,21,8,-1.0,0.9441940588456256,39,30,0.7692307692307693,
32,0.6666666666666666,21,8,-0.5,0.8415138407264726,47,30,0.6382978723404256,
32,0.6666666666666666,21,8,0.0,0.75,50,30,0.6,
32,0.6666666666666666,21,8,0.5,0.6684382036003093,75,30,0.4,
32,0.6666666666666666,21,8,1.0,0.5957461760432111,95,30,0.3157894736842105,
32,0.6666666666666666,21,16,-1.0,0.9441940588456256,38,30,0.7894736842105263,
32,0.6666666666666666,21,16,-0.5,0.8415138407264726,45,30,0.6666666666666666,
32,0.6666666666666666,21,16,0.0,0.75,54,30,0.5555555555555556,
32,0.6666666666666666,21,16,0.5,0.6684382036003093,72,30,0.4166666666666667,
32,0.6666666666666666,21,16,1.0,0.5957461760432111,99,30,0.30303030303030304,
64,0.3333333333333333,21,4,-1.0,1.8883881176912511,55,30,0.5454545454545454,
64,0.3333333333333333,21,4,-0.5,1.6830276814529452,66,30,0.45454545454545453,
64,0.3333333333333333,21,4,0.0,1.5,123,30,0.24390243902439024,
64,0.3333333333333333,21,4,0.5,1.3368764072006185,166,30,0.18072289156626506,
64,0.3333333333333333,21,4,1.0,1.1914923520864222,273,30,0.10989010989010989,
64,0.3333333333333333,21,8,-1.0,1.8883881176912511,61,30,0.4918032786885246,
64,0.3333333333333333,21,8,-0.5,1.6830276814529452,66,30,0.45454545454545453,
64,0.3333333333333333,21,8,0.0,1.5,83,30,0.3614457831325301,
64,0.3333333333333333,21,8,0.5,1.3368764072006185,178,30,0.16853932584269662,
64,0.3333333333333333,21,8,1.0,1.1914923520864222,244,30,0.12295081967213115,
64,0.3333333333333333,21,16,-1.0,1.8883881176912511,60,30,0.5,
64,0.3333333333333333,21,16,-0.5,1.6830276814529452,106,30,0.2830188679245283,
64,0.3333333333333333,21,16,0.0,1.5,108,30,0.2777777777777778,
64,0.3333333333333333,21,16,0.5,1.3368764072006185,138,30,0.21739130434782608,
64,0.3333333333333333,21,16,1.0,1.1914923520864222,235,30,0.1276595744680851,
64,0.5,32,4,-1.0,1.2589254117941673,49,30,0.6122448979591837,
64,0.5,32,4,-0.5,1.1220184543019633,50,30,0.6,
64,0.5,32,4,0.0,1.0,53,30,0.5660377358490566,
64,0.5,32,4,0.5,0.8912509381337456,85,30,0.35294117647058826,
64,0.5,32,4,1.0,0.7943282347242815,115,30,0.2608695652173913,
64,0.5,32,8,-1.0,1.2589254117941673,39,30,0.7692307692307693,
64,0.5,32,8,-0.5,1.1220184543019633,50,30,0.6,
64,0.5,32,8,0.0,1.0,57,30,0.5263157894736842,
64,0.5,32,8,0.5,0.8912509381337456,73,30,0.410958904109589,
64,0.5,32,8,1.0,0.7943282347242815,126,30,0.23809523809523808,
64,0.5,32,16,-1.0,1.2589254117941673,48,30,0.625,
64,0.5,32,16,-0.5,1.1220184543019633,40,30,0.75,
64,0.5,32,16,0.0,1.0,74,30,0.40540540540540543,
64,0.5,32,16,0.5,0.8912509381337456,74,30,0.40540540540540543,
64,0.5,32,16,1.0,0.7943282347242815,136,30,0.22058823529411764,
64,0.6666666666666666,42,4,-1.0,0.9441940588456256,36,30,0.8333333333333334,
64,0.6666666666666666,42,4,-0.5,0.8415138407264726,46,30,0.6521739130434783,
64,0.6666666666666666,42,4,0.0,0.75,40,30,0.75,
64,0.6666666666666666,42,4,0.5,0.6684382036003093,48,30,0.625,
64,0.6666666666666666,42,4,1.0,0.5957461760432111,90,30,0.3333333333333333,
64,0.6666666666666666,42,8,-1.0,0.9441940588456256,38,30,0.7894736842105263,
64,0.6666666666666666,42,8,-0.5,0.8415138407264726,45,30,0.6666666666666666,
64,0.6666666666666666,42,8,0.0,0.75,41,30,0.7317073170731707,
64,0.6666666666666666,42,8,0.5,0.6684382036003093,56,30,0.5357142857142857,
64,0.6666666666666666,42,8,1.0,0.5957461760432111,92,30,0.32608695652173914,
64,0.6666666666666666,42,16,-1.0,0.9441940588456256,34,30,0.8823529411764706,
64,0.6666666666666666,42,16,-0.5,0.8415138407264726,43,30,0.6976744186046512,
64,0.6666666666666666,42,16,0.0,0.75,46,30,0.6521739130434783,
64,0.6666666666666666,42,16,0.5,0.6684382036003093,59,30,0.5084745762711864,
64,0.6666666666666666,42,16,1.0,0.5957461760432111,113,30,0.26548672566371684,
